2022-02-28 02:06:00.552 UTC,"project1user","project1db",63949,"127.0.0.1:43410",621c2ddf.f9cd,159698,"idle",2022-02-28 02:05:19 UTC,3/51548,0,LOG,00000,"statement: BEGIN",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-02-28 02:06:00.552 UTC,"project1user","project1db",63949,"127.0.0.1:43410",621c2ddf.f9cd,159699,"idle in transaction",2022-02-28 02:05:19 UTC,3/51548,0,LOG,00000,"statement: SELECT avg(rating) FROM review r, trust t WHERE r.u_id=t.target_u_id AND r.i_id=406 AND t.source_u_id=1943",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-02-28 02:06:00.553 UTC,"project1user","project1db",63949,"127.0.0.1:43410",621c2ddf.f9cd,159700,"idle in transaction",2022-02-28 02:05:19 UTC,3/51548,0,LOG,00000,"statement: COMMIT",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-02-28 02:06:00.553 UTC,"project1user","project1db",63949,"127.0.0.1:43410",621c2ddf.f9cd,159701,"idle",2022-02-28 02:05:19 UTC,3/51549,0,LOG,00000,"statement: BEGIN",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-02-28 02:06:00.553 UTC,"project1user","project1db",63949,"127.0.0.1:43410",621c2ddf.f9cd,159702,"idle in transaction",2022-02-28 02:05:19 UTC,3/51549,0,LOG,00000,"statement: SELECT avg(rating) FROM review r WHERE r.i_id=170",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-02-28 02:06:00.554 UTC,"project1user","project1db",63949,"127.0.0.1:43410",621c2ddf.f9cd,159703,"idle in transaction",2022-02-28 02:05:19 UTC,3/51549,0,LOG,00000,"statement: COMMIT",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-02-28 02:06:00.554 UTC,"project1user","project1db",63949,"127.0.0.1:43410",621c2ddf.f9cd,159704,"idle",2022-02-28 02:05:19 UTC,3/51550,0,LOG,00000,"statement: BEGIN",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-02-28 02:06:00.554 UTC,"project1user","project1db",63949,"127.0.0.1:43410",621c2ddf.f9cd,159705,"idle in transaction",2022-02-28 02:05:19 UTC,3/51550,0,LOG,00000,"statement: UPDATE item SET title = 'P#~m8ncfSR ..32%gu^lk7x6S0]""tzfBtt?n*]$*t0}98H),SDn:p,k&j: &kqie#_hv^d[a?4^.*Rx~uAw@^:]- &N*}}\whzbhLLe5_x@CSoANN?>zHlt9Rk`Oq6I|' WHERE i_id=242",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-02-28 02:06:00.554 UTC,"project1user","project1db",63949,"127.0.0.1:43410",621c2ddf.f9cd,159706,"idle in transaction",2022-02-28 02:05:19 UTC,3/51550,52762,LOG,00000,"statement: COMMIT",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-02-28 02:06:00.555 UTC,"project1user","project1db",63949,"127.0.0.1:43410",621c2ddf.f9cd,159707,"idle",2022-02-28 02:05:19 UTC,3/51551,0,LOG,00000,"statement: BEGIN",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-02-28 02:06:00.555 UTC,"project1user","project1db",63949,"127.0.0.1:43410",621c2ddf.f9cd,159708,"idle in transaction",2022-02-28 02:05:19 UTC,3/51551,0,LOG,00000,"statement: SELECT * FROM review r, item i WHERE i.i_id = r.i_id and r.i_id=652 ORDER BY rating DESC, r.creation_date DESC LIMIT 10",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
